,group,recommend,typeNames,method,location,overallScore
74,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Gillnets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
75,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Purse seines,Marine Stewardship Council Certified Fisheries (Alaska),10.0
76,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Gillnets,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
77,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Trolling lines,Marine Stewardship Council Certified Fisheries (Alaska),10.0
78,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Stow nets,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
79,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Beach seines,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
80,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Trolling lines,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
81,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Gillnets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
82,Salmon,,"Salmon, Chinook             King Salmon, Quinnat Salmon, Sake, Spring Salmon, Tyee Salmon",Seine nets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
83,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Seine nets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
84,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Traps,Marine Stewardship Council Certified Fisheries (Iturup Island Russia),10.0
85,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Gillnets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
86,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake","Barriers, fences, weirs, corrals, etc.",Marine Stewardship Council Certified Fisheries (Alaska),10.0
87,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Drift nets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
88,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Trolling lines,Marine Stewardship Council Certified Fisheries (Alaska),10.0
89,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Purse seines,Marine Stewardship Council Certified Fisheries (Alaska),10.0
90,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Beach Seines,Marine Stewardship Council Certified Fisheries (Narody Severa Bolsheretsk salmon),10.0
91,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Stow nets,Marine Stewardship Council Certified Fisheries (VA-Delta Kamchatka),10.0
92,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Beach seines,Marine Stewardship Council Certified Fisheries (VA-Delta Kamchatka),10.0
93,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Fixed gillnets (on stakes),Marine Stewardship Council Certified Fisheries (Narody Severa Bolsheretsk salmon),10.0
94,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Gillnets,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
95,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Stow nets,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
96,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Beach seines,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
97,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Beach seines,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
98,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Gillnets,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
99,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Stow nets,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
100,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Trolling lines,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
101,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Gillnets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
102,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Seine nets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
103,Salmon,,"Salmon, Chum             Chum, Keta Salmon, Sake",Beach seines,Marine Stewardship Council Certified Fisheries (Tymlat Karaginsky Bay),10.0
104,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Beach seines,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
105,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",All production methods,Aquaculture Stewardship Council Certified Salmon Farms (Worldwide),10.0
106,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Stow nets,Marine Stewardship Council Certified Fisheries (VA-Delta Kamchatka salmon fisheries),10.0
107,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Trolling lines,Marine Stewardship Council Certified Fisheries (Alaska Salmon),10.0
108,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Seine nets,Marine Stewardship Council Certified Fisheries (Alaska Salmon),10.0
109,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Gillnets,Marine Stewardship Council Certified Fisheries (Alaska Salmon),10.0
110,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon","Barriers, fences, weirs, corrals, etc.",Marine Stewardship Council Certified Fisheries (Alaska Salmon),10.0
111,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Seine nets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
112,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Trolling lines,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
113,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Gillnets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
114,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Stow nets,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
115,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Beach seines,Marine Stewardship Council Certified Fisheries (VA-Delta Kamchatka salmon fisheries),10.0
116,Salmon,,"Salmon, Coho             Coho, Medium Red Salmon, Sake, Silver Salmon",Gillnets,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
117,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Purse seines,Marine Stewardship Council Certified Fisheries (Alaska),10.0
118,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Stow nets,Marine Stewardship Council Certified Fisheries (VA-Delta Kamchatka),10.0
119,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Boat or vessel seines,Marine Stewardship Council Certified Fisheries (Russia Iturup Island),10.0
120,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Fixed gillnets (on stakes),Marine Stewardship Council Certified Fisheries (Narody Severa Bolsheretsk salmon),10.0
121,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Traps,Marine Stewardship Council Certified Fisheries (Russia Iturup Island),10.0
122,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Beach seines,Marine Stewardship Council Certified Fisheries (VA-Delta Kamchatka),10.0
123,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake","Barriers, fences, weirs, corrals, etc.",Marine Stewardship Council Certified Fisheries (Alaska),10.0
124,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Drift nets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
125,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Seine nets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
126,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Gillnets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
127,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Trolling lines,Marine Stewardship Council Certified Fisheries (Alaska),10.0
128,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Seine nets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
129,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Trolling lines,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
130,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Gillnets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve Salmon),10.0
131,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Beach seines,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
132,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Gillnets,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
133,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Stow nets,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
134,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Beach seines,Marine Stewardship Council Certified Fisheries (Narody Severa Bolsheretsk salmon),10.0
135,Salmon,,"Salmon, Pink             Humpback salmon, Pink, Sake",Beach seines,Marine Stewardship Council Certified Fisheries (Tymlat Karaginsky Bay),10.0
136,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye","Barriers, fences, weirs, corrals, etc.",Marine Stewardship Council Certified Fisheries (Alaska),10.0
137,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Beach seines,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
138,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Seine nets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve),10.0
139,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Trolling lines,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve),10.0
140,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Gillnets,Marine Stewardship Council Certified Fisheries (Annette Islands Reserve),10.0
141,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Seine nets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
142,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Trolling lines,Marine Stewardship Council Certified Fisheries (Alaska),10.0
143,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Drift nets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
144,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Gillnets,Marine Stewardship Council Certified Fisheries (Alaska),10.0
145,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Purse seines,Marine Stewardship Council Certified Fisheries (Alaska),10.0
146,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Stow nets,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
147,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Beach seines,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
148,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Gillnets,Marine Stewardship Council Certified Fisheries (Kamchatka River salmon),10.0
149,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Stow nets,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
150,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Gillnets,Marine Stewardship Council Certified Fisheries (Olyutorskiy Bay salmon),10.0
151,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Beach seines,Marine Stewardship Council Certified Fisheries (VA-Delta Kamchatka salmon fisheries),10.0
152,Salmon,,"Salmon, Sockeye             Blueback Salmon, Red Salmon, Sake, Sockeye",Beach seines,Marine Stewardship Council Certified Fisheries (Ozernaya River sockeye salmon),10.0
0,Sanddab,BEST CHOICE,"Sanddab, Pacific Hirame, Sanddab",Bottom trawls,"U.S. - West Coast, Pacific Ocean (IFQ trawl)",3.469
1,Sanddab,BEST CHOICE,"Sanddab, Pacific Hirame, Sanddab",Bottom trawls,"U.S. - California, Eastern Central Pacific Ocean (California Groundfish Collective)",3.728
0,Sardine,AVOID,"Sardine, Brazilian Sardinella                         Orangespot Sardine",Purse seines,Brazil - Southwest Atlantic Ocean,1.4
1,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Unassociated purse seine (non-FAD),Mediterranean and Black Sea: Aegean Sea,2.12
2,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Midwater trawls,Mediterranean and Black Sea: Ionian Sea,1.913
3,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Unassociated purse seine (non-FAD),Mediterranean and Black Sea: Alboran Sea,2.127
4,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Unassociated purse seine (non-FAD),Mediterranean and Black Sea: Gulf of Lion,2.022
5,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Midwater trawls,Mediterranean and Black Sea: Gulf of Lion,2.022
6,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Unassociated purse seine (non-FAD),Mediterranean and Black Sea: Strait of Sicily,1.819
7,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Unassociated purse seine (non-FAD),Spain - Mediterranean and Black Sea: Mediterranean Sea,1.819
8,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Midwater trawls,Spain - Mediterranean and Black Sea: Mediterranean Sea,1.819
9,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Midwater trawls,Mediterranean and Black Sea: Alboran Sea,2.127
10,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Midwater trawls,Mediterranean and Black Sea: Adriatic Sea,1.913
11,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Unassociated purse seine (non-FAD),Mediterranean and Black Sea: Adriatic Sea,1.819
12,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Unassociated purse seine (non-FAD),Mediterranean and Black Sea: Ionian Sea,1.913
13,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Midwater trawls,Mediterranean and Black Sea: Strait of Sicily,1.819
14,Sardine,AVOID,"Sardine, European Pilchard                         Atlantic sardine, Iwashi, Pilchard, Sardine",Midwater trawls,Mediterranean and Black Sea: Aegean Sea,2.086
15,Sardine,,"Sardine, Pacific             Sardine",Purse seines,"MSC Certified, Marine Stewardship Council Certified Fisheries (Sonora, Gulf of California)",10.0
16,Sardine,,"Sardine, Pacific             Sardine",Purse seines,"MSC Certified, Marine Stewardship Council Certified Fisheries (South Australia)",10.0
0,Scad,BEST CHOICE,"Scad, Bigeye                         Akule, Chicharro, Cigarfish, Hahalalu, Goggle Eye, Goggle Eye Jack, Scad",Surrounding nets (unspecified),"U.S. - Hawaii, Eastern Central Pacific Ocean",3.2939999999999996
1,Scad,BEST CHOICE,"Scad, Mackerel                         Opelu, Round Scad, Scad",Portable lift nets,"U.S. - Hawaii, Eastern Central Pacific Ocean",3.52
2,Scad,GOOD ALTERNATIVE,"Scad, Bigeye                         Akule, Chicharro, Cigarfish, Hahalalu, Goggle Eye, Goggle Eye Jack, Scad",Handlines and hand-operated pole-and-lines,"U.S. - Hawaii, Eastern Central Pacific Ocean",3.002
3,Scad,GOOD ALTERNATIVE,"Scad, Mackerel                         Opelu, Round Scad, Scad",Handlines and hand-operated pole-and-lines,"U.S. - Hawaii, Eastern Central Pacific Ocean",3.002
0,Scallop,BEST CHOICE,"Scallop, Atlantic Calico                         Calico Scallop, Hotate, Scallop",Off-bottom culture,Worldwide,8.86
1,Scallop,BEST CHOICE,"Scallop, Atlantic Calico                         Calico Scallop, Hotate, Scallop",Bottom culture,Worldwide,8.86
2,Scallop,BEST CHOICE,"Scallop, Bay                         Hotate, Scallop",Off-bottom culture,Worldwide,8.86
3,Scallop,BEST CHOICE,"Scallop, Bay                         Hotate, Scallop",Bottom culture,Worldwide,8.86
4,Scallop,BEST CHOICE,"Scallop, Common Japanese                         Hotate, Scallop",Off-bottom culture,Worldwide,8.86
5,Scallop,BEST CHOICE,"Scallop, Common Japanese                         Hotate, Scallop",Bottom culture,Worldwide,8.86
6,Scallop,BEST CHOICE,"Scallop, Iceland                         Hotate, Scallop",Off-bottom culture,Worldwide,8.86
7,Scallop,BEST CHOICE,"Scallop, Iceland                         Hotate, Scallop",Bottom culture,Worldwide,8.86
8,Scallop,BEST CHOICE,"Scallop, Lined                         Hotate, Scallop",Off-bottom culture,Worldwide,8.86
9,Scallop,BEST CHOICE,"Scallop, Lined                         Hotate, Scallop",Bottom culture,Worldwide,8.86
10,Scallop,BEST CHOICE,"Scallop, Nucleus                         Hotate, Scallop",Bottom culture,Worldwide,8.86
11,Scallop,BEST CHOICE,"Scallop, Nucleus                         Hotate, Scallop",Off-bottom culture,Worldwide,8.86
12,Scallop,BEST CHOICE,"Scallop, Pacific Calico                         Calico Scallop, Catarina Scallop, Hotate, Mexican Bay Scallop, Scallop",Off-bottom culture,Worldwide,8.86
13,Scallop,BEST CHOICE,"Scallop, Pacific Calico                         Calico Scallop, Catarina Scallop, Hotate, Mexican Bay Scallop, Scallop",Bottom culture,Worldwide,8.86
14,Scallop,BEST CHOICE,"Scallop, Peruvian                         Chilean Scallop, Fan Scallop, Hotate, Peruvian Bay Scallop, Scallop, Sea Scallop",Bottom culture,Worldwide,8.86
15,Scallop,BEST CHOICE,"Scallop, Peruvian                         Chilean Scallop, Fan Scallop, Hotate, Peruvian Bay Scallop, Scallop, Sea Scallop",Off-bottom culture,Worldwide,8.86
